"","Vaccine.Exemption","Dose","Geography.Type","Geography","School.Year","Estimate....","Population.Size","Percent.Surveyed","Footnotes","Number.of.Exemptions","Survey.Type"
"622","Varicella","2 Doses (or disease history)","States","Delaware","2020-21","95.3","10587","9.2","NULL","NULL","Stratified 2-stage cluster sample"
"623","Varicella","2 Doses (or disease history)","States","Ohio","2020-21","88.7","128535","91.1","NULL","NULL","Census (public). voluntary response (private)"
"624","Varicella","2 Doses (or disease history)","States","Minnesota","2020-21","89","66007","95.2","NULL","NULL","Census"
"625","Varicella","2 Doses (or disease history)","States","Colorado","2020-21","89.4","63619","97.3","NULL","NULL","Census"
"626","Varicella","2 Doses (or disease history)","States","Wyoming","2020-21","90.2","6923","100",">=.*","NULL","Census"
"627","Varicella","2 Doses (or disease history)","States","New Hampshire","2020-21","90.8","10242","57",">=. §","NULL","Voluntary response"
"628","Varicella","2 Doses (or disease history)","States","Utah","2020-21","91.2","46247","100","*","NULL","Census"
"629","Varicella","2 Doses (or disease history)","States","Kansas","2020-21","91.8","34687","32.7","†.‡.§","NULL","Stratified 2-stage cluster sample"
"630","Varicella","2 Doses (or disease history)","States","Montana","2020-21","91.9","11279","100","*","NULL","Census"
"631","Varicella","2 Doses (or disease history)","States","Missouri","2020-21","92.1","63093","100","*","NULL","Census"
"632","Varicella","2 Doses (or disease history)","States","Arkansas","2020-21","92.8","37540","95.6","‡","NULL","Census (public). voluntary response (private)"
"633","Varicella","2 Doses (or disease history)","States","Indiana","2020-21","92.8","78694","71.4","§","NULL","Voluntary response"
"634","Varicella","2 Doses (or disease history)","States","North Dakota","2020-21","93.2","10116","99.1","NULL","NULL","Census"
"635","Varicella","2 Doses (or disease history)","States","Washington","2020-21","93.2","74931","100","§","NULL","Census"
"636","Varicella","2 Doses (or disease history)","States","Louisiana","2020-21","93.2","61912","100","*","NULL","Census"
"637","Varicella","2 Doses (or disease history)","States","Florida","2020-21","93.3","207026","100",">=.*","NULL","Census"
"638","Varicella","2 Doses (or disease history)","States","Vermont","2020-21","93.3","5535","100","*","NULL","Census"
"639","Varicella","2 Doses (or disease history)","States","Iowa","2020-21","93.4","39141","100",">=.*","NULL","Census"
"640","DTP, DTaP, or DT","","States","Virginia","2014-15","97.4","103821","4.1","NULL","NULL","Stratified 2-stage cluster sample"
"641","DTP, DTaP, or DT","","States","Texas","2014-15","97.2","406099","98.3","‡","NULL","Census (public); Voluntary response (private)"
"642","DTP, DTaP, or DT","","States","South Dakota","2014-15","97.2","12008","100","*","NULL","Census"
"643","DTP, DTaP, or DT","","States","South Carolina","2014-15","97.2","62864","12.2","NULL","NULL","Stratified 1-stage cluster sample"
"644","DTP, DTaP, or DT","","States","Connecticut","2014-15","97","39948","100","*","NULL","Census"
"645","DTP, DTaP, or DT","","States","Wyoming","2014-15","96.7","7983","97.9","¶","NULL","Census"
"646","DTP, DTaP, or DT","","States","North Carolina","2014-15","96.5","129792","95","NULL","NULL","Census (public). Voluntary response (private)"
"647","DTP, DTaP, or DT","","States","Wisconsin","2014-15","96.5","69335","2.5","‡","NULL","Stratified 2-stage cluster sample"
"648","DTP, DTaP, or DT","","States","New Mexico","2014-15","96.4","29918","3.3","†","NULL","Stratified 2-stage cluster sample"
"649","DTP, DTaP, or DT","","States","Nebraska","2014-15","96.4","26665","100","*. ‡","NULL","Census"
"650","DTP, DTaP, or DT","","States","New York","2015-16","94.1","232521","100","*","NULL","Census"
"651","DTP, DTaP, or DT","","States","Nevada","2015-16","94.2","37118","3.3","NULL","NULL","Stratified 2-stage cluster sample"
"652","DTP, DTaP, or DT","","States","California","2015-16","94.2","593788","92.8","‡","NULL","Census"
"653","DTP, DTaP, or DT","","States","Arizona","2015-16","94.2","83088","100","*","NULL","Census"
"654","DTP, DTaP, or DT","","States","Georgia","2015-16","94.6","131403","100","≥.*","NULL","Census"
"655","DTP, DTaP, or DT","","States","New Mexico","2016-17","94.8","27119","4.5","NULL","NULL","Stratified 2-stage cluster sample"
"656","DTP, DTaP, or DT","","States","Illinois","2016-17","95","151309","97.7","NULL","NULL","Census"
"657","DTP, DTaP, or DT","","States","Missouri","2016-17","95.5","73355","100","*","NULL","Census"
"658","DTP, DTaP, or DT","","States","Rhode Island","2016-17","95.6","11100","98.4","‡.§","NULL","Census"
"659","DTP, DTaP, or DT","","States","West Virginia","2016-17","95.7","28666","66.5","§","NULL","Census (public). voluntary response (private)"
"660","DTP, DTaP, or DT","","States","Idaho","2013-14","88","23934","100","*","NULL","Census"
"661","DTP, DTaP, or DT","","States","North Dakota","2013-14","90.2","9780","96.1","NULL","NULL","Census (Public); Stratified  2-stage cluster sample(Private)"
"662","DTP, DTaP, or DT","","States","Oklahoma","2013-14","96.1","57377","71.3","NULL","NULL","Voluntary response"
"663","DTP, DTaP, or DT","","States","Ohio","2013-14","96.1","150000","92.5","NULL","NULL","Census"
"664","DTP, DTaP, or DT","","States","Rhode Island","2013-14","96","11521","99.1","‡","NULL","Census"
"665","DTP, DTaP, or DT","","States","Alaska","2013-14","96","10222","9.3","†","NULL","Stratified  2-stage cluster sample"
"666","DTP, DTaP, or DT","","States","Missouri","2013-14","96","78140","100","*","NULL","Census"
"667","DTP, DTaP, or DT","","States","Illinois","2013-14","95","163316","100","*","NULL","Census"
"668","DTP, DTaP, or DT","","States","Tennessee","2013-14","94.9","80212","99.8","≥","NULL","Census"
"669","DTP, DTaP, or DT","","States","Mississippi","2014-15","99.2","44129","100","≥. *","NULL","Census"
"670","DTP, DTaP, or DT","","States","North Carolina","2013-14",NA,"126084","97.7","NULL","NULL","Census"
"671","DTP, DTaP, or DT","","States","Colorado","2013-14","80.9","69904","0.5","NULL","NULL","Random Sample"
"672","DTP, DTaP, or DT","","States","Indiana","2013-14","81.8","87193","70.3","NULL","NULL","Voluntary response"
"673","DTP, DTaP, or DT","","States","Arkansas","2013-14","83.3","42649","96.3","NULL","NULL","Census"
"674","DTP, DTaP, or DT","","States","Kansas","2013-14","87.6","41107","29","†. ‡","NULL","Stratified 1-stage sample  (Public);  Census (Private)"
"675","Varicella","2 Doses (or disease history)","States","New York","2019-20","98.1","234165","99.9","NULL","NULL","Census"
"676","Varicella","2 Doses (or disease history)","States","Mississippi","2019-20","99.1","37870","100","≥.*","NULL","Census"
"677","Varicella","2 Doses (or disease history)","States","New Jersey","2019-20","NReq","107900","100","≥.*","NULL","Census"
"678","Varicella","2 Doses (or disease history)","States","Alabama","2019-20","NReq","59477","94.9","≥","NULL","Census"
"679","Varicella","2 Doses (or disease history)","States","Alaska","2019-20","NR","10381","82.7","§","NULL","Voluntary response"
"680","Varicella","2 Doses (or disease history)","States","Maine","2019-20","NReq","13450","99.6","NULL","NULL","Census"
"681","Varicella","2 Doses (or disease history)","States","Arizona","2019-20","NReq","83976","98.7","NULL","NULL","Census (public). voluntary response (private)"
"682","Varicella","2 Doses (or disease history)","States","Oklahoma","2019-20","NReq","55348","85.6","§","NULL","Voluntary response"
"683","Varicella","2 Doses (or disease history)","States","District of Columbia","2019-20",NA,"NULL","NULL","NULL","NULL","Not Conducted"
"684","DTP, DTaP, or DT","","States","New Hampshire","2014-15","91.4","12422","98.9","≥","NULL","Census (public); Voluntary response (private)"
"685","DTP, DTaP, or DT","","States","Iowa","2014-15","91.9","43239","96.3","≥","NULL","Census"
"686","DTP, DTaP, or DT","","States","Ohio","2014-15","92.2","149080","91","NULL","NULL","Census (public); Voluntary response (private)"
"687","DTP, DTaP, or DT","","States","New Jersey","2014-15","92.3","120471","93.9","≥. ‡","NULL","Census (public); Voluntary response (private)"
"688","DTP, DTaP, or DT","","States","California","2014-15","92.4","552583","96.9","‡","NULL","Census"
"689","DTP, DTaP, or DT","","States","Alaska","2014-15","92.7","10129","7.8","†","NULL","Stratified 2-stage cluster sample"
"690","DTP, DTaP, or DT","","States","Indiana","2014-15","92.7","85477","70.1","NULL","NULL","Voluntary response"
"691","DTP, DTaP, or DT","","States","Massachusetts","2014-15","92.9","74869","100","*. ‡","NULL","Census"
"692","DTP, DTaP, or DT","","States","South Dakota","2017-18","95.9","12125","99.9","NULL","NULL","Census"
"693","DTP, DTaP, or DT","","States","New Jersey","2017-18","96.1","107630","100","≥.*","NULL","Census"
"694","DTP, DTaP, or DT","","States","Rhode Island","2017-18","96.2","11025","100","*.‡.§","NULL","Census"
"695","DTP, DTaP, or DT","","States","California","2017-18","96.4","574702","100","‡","NULL","Census"
"696","DTP, DTaP, or DT","","States","Massachusetts","2017-18","96.4","63377","100","*.‡","NULL","Census"
"697","DTP, DTaP, or DT","","States","Wisconsin","2017-18","96.5","66178","2.3","†.‡.§","NULL","Stratified 2-stage cluster sample"
"698","DTP, DTaP, or DT","","States","Connecticut","2017-18","96.5","39174","100","*","NULL","Census"
"699","DTP, DTaP, or DT","","States","South Carolina","2017-18","96.6","58458","27","NULL","NULL","Stratified 1-stage cluster sample"
"700","DTP, DTaP, or DT","","States","Tennessee","2017-18","96.7","78743","100","*.§","NULL","Census"
"701","DTP, DTaP, or DT","","States","Nebraska","2017-18","96.7","26313","98.6","‡.‡‡","NULL","Census"
"702","DTP, DTaP, or DT","","States","Texas","2017-18","96.8","387981","99.4","‡.§","NULL","Census"
"703","DTP, DTaP, or DT","","States","North Carolina","2017-18","96.8","127197","90.9","‡.§","NULL","Census"
"704","DTP, DTaP, or DT","","States","New Mexico","2015-16","94.7","29049","2.7","†","NULL","Stratified 2-stage cluster sample"
"705","DTP, DTaP, or DT","","States","West Virginia","2015-16","94.8","21333","87.6","NULL","NULL","Voluntary response"
"706","DTP, DTaP, or DT","","States","Massachusetts","2015-16","94.9","72897","100","*.‡","NULL","Census"
"707","DTP, DTaP, or DT","","States","Illinois","2015-16","95","151309","100","*","NULL","Census"
"708","DTP, DTaP, or DT","","States","Missouri","2015-16","95.6","74413","100","*.§","NULL","Census"
"709","DTP, DTaP, or DT","","States","Michigan","2015-16","95.9","116299","100","*","NULL","Census"
"710","DTP, DTaP, or DT","","States","Oklahoma","2015-16","96.1","54335","96.1","‡","NULL","Census"
"711","DTP, DTaP, or DT","","States","Maine","2015-16","96.1","13526","90.5","NULL","NULL","Census"
"712","DTP, DTaP, or DT","","States","New Jersey","2015-16","96.3","110116","100","≥.*","NULL","Census"
"713","DTP, DTaP, or DT","","States","South Dakota","2015-16","96.4","12181","100","*","NULL","Census"
"714","DTP, DTaP, or DT","","States","Wyoming","2015-16","96.6","7825","74","§.¶","NULL","Voluntary response"
"715","DTP, DTaP, or DT","","States","Rhode Island","2015-16","96.8","11165","100","*.‡.§","NULL","Census"
"716","DTP, DTaP, or DT","","States","Nebraska","2015-16","96.8","30409","100","*.‡","NULL","Census"
"717","DTP, DTaP, or DT","","States","Wisconsin","2015-16","96.9","70220","2","‡.§","NULL","Stratified 2-stage cluster sample"
"718","DTP, DTaP, or DT","","States","Connecticut","2015-16","97","39533","100","*","NULL","Census"
"719","DTP, DTaP, or DT","","States","South Carolina","2015-16","97","59240","8.9","NULL","NULL","Stratified 1-stage cluster sample"
"720","DTP, DTaP, or DT","","States","North Carolina","2015-16","97.1","128290","92","‡.§","NULL","Census (public). Voluntary response (private)"
"721","DTP, DTaP, or DT","","States","Texas","2015-16","97.4","394801","98.7","‡.§","NULL","Census (public); Voluntary response (private)"
"722","DTP, DTaP, or DT","","States","Delaware","2015-16","98","11589","9.5","NULL","NULL","Stratified 2-stage cluster sample"
"723","DTP, DTaP, or DT","","States","Louisiana","2015-16","98.3","59159","100","*","NULL","Census"
"724","DTP, DTaP, or DT","","States","Virginia","2015-16","98.3","100074","4.3","†.§","NULL","Stratified 2-stage cluster sample"
"725","DTP, DTaP, or DT","","States","Mississippi","2015-16","99.4","41042","100","≥.*","NULL","Census"
"726","DTP, DTaP, or DT","","States","Louisiana","2014-15","98.3","60377","100","*","NULL","Census"
"727","DTP, DTaP, or DT","","States","Delaware","2014-15","97.7","11476","7.9","NULL","NULL","Stratified 2-stage cluster sample"
"728","DTP, DTaP, or DT","","States","West Virginia","2014-15","97.6","22016","81.3","NULL","NULL","Voluntary response"
"729","DTP, DTaP, or DT","","States","New York","2014-15","97.5","237045","100","*.‡","NULL","Census"
"730","DTP, DTaP, or DT","","States","Florida","2015-16","93.7","224430","100","≥.*.§","NULL","Census"
"731","DTP, DTaP, or DT","","States","Hawaii","2015-16","93.8","16325","6.7","NULL","NULL","Stratified 2-stage cluster sample"
"732","DTP, DTaP, or DT","","States","Kentucky","2015-16","93.9","54353","99.5","‡.§","NULL","Census"
"733","DTP, DTaP, or DT","","States","Montana","2015-16","94","11484","100","*","NULL","Census"
